"year","hotspot","jan_calc","feb_calc","mar_calc","apr_calc","may_calc","jun_calc","jul_calc","aug_calc","sep_calc","oct_calc","nov_calc","dec_calc","1daymin_calc","1daymax_calc","3daymin_calc","3daymax_calc","7daymin_calc","7daymax_calc","30daymin_calc","30daymax_calc","90daymin_calc","90daymax_calc","dayofmin_calc","dayofmax_calc","hipulse_no_calc","lopulse_no_calc","hipulse_dur_calc","lopulse_dur_calc","ave_increa_calc","ave_decrea_calc","No. Rises_calc","No. Falls_calc","jan_tar","feb_tar","mar_tar","apr_tar","may_tar","jun_tar","jul_tar","aug_tar","sep_tar","oct_tar","nov_tar","dec_tar","1daymin_tar","1daymax_tar","3daymin_tar","3daymax_tar","7daymin_tar","7daymax_tar","30daymin_tar","30daymax_tar","90daymin_tar","90daymax_tar","dayofmin_tar","dayofmax_tar","hipulse_no_tar","lopulse_no_tar","hipulse_dur_tar","lopulse_dur_tar","ave_increa_tar","ave_decrea_tar","No. Rises_tar","No. Falls_tar","jan_allowed_dev","feb_allowed_dev","mar_allowed_dev","apr_allowed_dev","may_allowed_dev","jun_allowed_dev","jul_allowed_dev","aug_allowed_dev","sep_allowed_dev","oct_allowed_dev","nov_allowed_dev","dec_allowed_dev","1daymin_allowed_dev","1daymax_allowed_dev","3daymin_allowed_dev","3daymax_allowed_dev","7daymin_allowed_dev","7daymax_allowed_dev","30daymin_allowed_dev","30daymax_allowed_dev","90daymin_allowed_dev","90daymax_allowed_dev","dayofmin_allowed_dev","dayofmax_allowed_dev","hipulse_no_allowed_dev","lopulse_no_allowed_dev","hipulse_dur_allowed_dev","lopulse_dur_allowed_dev","ave_increa_allowed_dev","ave_decrea_allowed_dev","No. Rises_allowed_dev","No. Falls_allowed_dev"
7,12,9472477.86021505,20633030.2738095,53928181.4408602,843740189.155556,1694010467.09677,1487237660.44444,1023800108.73118,597581248.688172,320639533.866667,162136109.505376,79369538.4,39109013.0322581,7580615.16666667,1749488426.66667,22888236.3333333,5246821120,54494691.1666667,12230408448,280252110,51311822122.6667,2543145286,131904985472,22.3333333333333,137.333333333333,56.3333333333333,158.333333333333,56.3333333333333,158.333333333333,16227747.0991266,-6910213.6658124,109.666666666667,254.333333333333,9613210.84912593,4619299.61397329,42893590.1299499,739952840.899635,1546580717.67615,1564447826.25216,875834136.495813,387148935.796401,175184637.971989,110788256.227512,64423536.6687261,32732541.9481495,3256852.41472445,1578734499.38693,11065764.7487447,6471834162.71228,28184739.1330484,10278808406.8905,102902771.273849,57943378491.2967,1984087149.20098,117597513238.839,45.8087752518865,140.334124205013,58.0462291960915,119.646878434966,66.6394996767243,159.985304422056,26024047.7951217,-5786159.41627821,89.4520366173238,273.121160990559,554320.802557608,312542.643863752,4441012.14429017,65370614.0521416,89439230.3997415,130942126.964835,82978124.8736612,32050022.6127591,22563367.4977333,10330043.4041275,4102138.96278889,1872748.39273568,177841.847018345,161921951.502022,940410.664027685,500956673.596352,1669594.80774621,857771345.893238,8035474.87093089,3357810716.6276,177572896.020913,12257446568.3788,5.65219701125364,12.3272602772961,3.30674506351352,7.51564828958362,3.46439968484143,8.99216302484274,1460482.13733516,-567196.518388884,5.67141286083497,25.4581378060393
7,13,10966911.8387097,16566608.9285714,42473224.6451613,591673790.4,1627060665.80645,1619465408,1178007258.83871,716327379.612903,394769527.466667,202956133.677419,100494172.8,49031954.4516129,8893917,1769292160,26734973,5306024832,63013342,12367790080,308665924,51958248448,2120509281,134287308032,27,147,58,163,58,163,14669985.3583333,-7133238.12295082,120,244,10780216.9366959,6317042.46222214,30561806.834991,646396606.566696,1676657958.28616,1325198450.42207,965953398.101846,720427710.873541,232112231.834143,171753666.339971,74132106.615944,28978507.0867581,2936840.58377118,2143346386.24957,9801902.90209945,4212313554.45094,29698482.8568937,9477834988.56551,155071561.66438,41740855945.6182,991563570.000373,132394120645.222,70.7575601155404,148.845725895138,44.5254489814397,115.980021608993,55.4006548214238,119.071570993401,24782732.6397458,-6504607.98546823,91.6943065160885,312.474707641639,542618.654716037,449912.631942369,1688357.6479452,50077969.6995931,122614614.599985,142060711.986547,98435913.3763473,45163553.4723294,23717728.4145812,9577051.97193702,6675314.38965429,2454526.46793998,282985.815539241,144530782.465652,1088965.39763015,346956847.751234,2387683.41250457,837467594.42679,10451771.8316866,3603500882.33949,90930331.1217226,7475489754.87772,5.55915619046427,9.12770617038477,5.09789142786758,8.06028819875792,3.10967739840271,14.8094934766414,1724107.48597048,-402845.128419299,5.77400488043204,23.4718931708951
7,14,40092660.3010753,94022397.4642857,269629452.27957,1146078706.31111,2227354919.91398,2066531393.42222,1444401296.51613,866227423.655914,476810466.133333,246849570.236559,123342935.911111,61036539.827957,15128378.6666667,2400402816,45946700.3333333,7198835114.66667,109918550.666667,16780225621.3333,962679045.666667,70332216149.3333,6424179838.33333,180403733397.333,21.6666666666667,146,55.6666666666667,165.333333333333,55.6666666666667,165.333333333333,19579304.6669502,-9775625.48028233,122,242,14346487.6053795,24704426.2958278,173534053.344598,1440093829.32179,2561325114.0988,2144687444.15563,1148341621.75736,789921874.865388,406583375.015168,156885363.323384,88572021.234121,47222915.4753441,10387261.3828171,2163299065.62276,23541814.3795527,8601685972.71678,63969909.2676408,19577770366.3535,358691397.077191,84625461166.3119,5691630574.08081,160500739099.373,43.8413773943903,158.143014602363,54.9233611935051,176.920325342566,57.6421258947812,133.213363237679,24264583.7909708,-8834783.65323571,88.7145473745962,337.142056928327,1216511.58297757,1800381.68825355,13463788.4685655,63786893.1460295,159845359.756536,108320558.153782,72345258.9933193,44390568.6616286,20595992.1847464,13070801.4514978,6865586.84454498,2728038.16493946,825157.923706838,207169540.733986,2429590.29119067,596124745.431776,4679977.11550183,865816052.323655,39855860.6679944,5076772174.59986,294178436.294949,14735465697.3023,3.13335993513465,9.50350352282791,4.11984628980281,11.0538496306787,5.21807592915138,10.4081958913555,2465194.66641019,-814562.46042432,4.6813732109343,21.0888389344482
7,15,39375247.8387097,98471384.2857143,225070755.096774,508210424.533333,515815510.709677,301195195.733333,143806537.032258,64535242.4516129,30298261.2666667,14874397.2903226,7815498.21666667,4457152.12096774,2668926.75,581407552,8222482.5,1741122880,19843120.5,4053324544,132508889.75,16887459168,794462200.25,40812016032,7,122,46,141,46,141,4642316.54101562,-2515890.24576271,128,236,9674629.26984406,37323344.4003664,165790638.541621,414247357.674705,397132622.214628,366358344.829102,150429438.143971,57239838.4000459,30030663.1365181,15777666.2272574,7527824.62259739,4365016.52253727,1108550.86830407,646072964.35523,4191580.83959912,1792137290.62772,10998298.4470433,4119211419.1706,125368824.384894,17518089842.791,664112094.814414,46607299927.7036,14.7094551327173,100.246029012837,44.0184195223264,106.186033773702,48.0674315773649,132.432925448287,5174418.02442098,-1865956.53695208,108.025827621575,215.854575491627,634128.225105855,2287072.97567372,9944180.66982635,43504428.8749822,33304987.5259568,27846133.1177635,8299089.29664504,3699366.56601329,2483730.08646997,917272.429424709,551850.737049792,414138.878564113,69277.9138171094,30400254.3077046,435158.870710919,143413245.437682,882026.005003938,276213386.482954,7278814.82993752,1523893538.02603,74993351.4389654,2550878099.85904,1.35092590237036,9.64952713395469,2.3542097650934,9.56053760214709,2.35388337692712,8.93835160215385,524202.032764008,-197595.508809934,7.05059892828576,13.2082768409979
7,16,744851.402903226,413614.398571429,57255928.3064516,294477168,260497001.806452,136741061.333333,63644317.9354839,29194569.6774194,13971938.4,7290824.61290323,3823097.36666667,2152582.39516129,0,339034624,695537.78,1016896704,2129244.99,2366605344,12706730.91,9639327552,388653246.25,21227024840,59,112,35,115,35,115,3892321.54947368,-1372077.11784387,95,269,842855.393199507,685428.316643151,35092117.7773209,162157216.960922,124730347.218875,70288014.1523645,29316281.8309957,16937080.0567389,7149258.44591024,5210121.13794437,2832664.14919795,1226086.53464014,0,144913256.434349,931661.016305164,642152290.58255,2242908.55622797,1026166478.20443,15476254.6924057,4860269550.55342,218498989.700029,11766910179.2119,70.7162338312482,126.38307497371,36.8033557850868,111.921575746499,27.4455132667208,113.938591161743,2481428.286275,-1103787.23288123,85.2383545907214,255.166529205162,77904.9194002115,52655.0741293629,3075114.98299077,10038679.496783,7363469.38218655,3541563.20861443,2755255.1153793,1266995.1382551,592428.036575465,395367.052474985,181114.195837487,69007.4367873615,0,15270812.6777895,55613.2328755219,30533092.8146712,272975.885826423,122628544.028877,1645182.40846656,359812303.987368,22547178.7425009,716760410.525313,4.83193294435041,8.94075562774669,2.3020227397792,8.29511273447424,2.27748975116992,7.66242947531864,211155.954754546,-85167.7455441876,8.31071098512039,21.9385156875942
7,17,2563763.58129032,1647104.59767857,193086510.878387,598444778.366667,450432303.225806,226977372.933333,102741373.225806,45739739.4354839,21499261.4666667,11507972.9919355,6245252.67083333,3699885.50629032,144139.81,651284960,2557850.5,1952931136,7614993.905,4545463216,44036886.09,18553590480,511009105.11,41110257768,77,110,36.5,110,36.5,110,11333579.3799545,-2300578.57945512,62,302,2643768.75324092,1083425.31744309,90139410.1810922,706312088.145088,513692988.79699,289516698.798026,171107001.405709,48086794.4479376,26243147.3142526,14798440.7612291,8989050.46925747,5508339.3737172,887669.088205482,907862365.326535,2711781.31325918,2613374846.18483,5521873.06221529,6229380858.84796,28088378.6651124,27346231700.8724,880017726.278346,57041137607.9472,92.2250224733725,109.271425561747,41.5221371751977,133.852208877215,39.6798460831633,89.7320765134646,15725544.300598,-3540041.02991364,49.877058094833,311.632649550796,153618.329369357,79176.9064892907,9050655.47295558,48069139.5617187,33036812.4992362,20925959.1751017,11148173.3787317,5060311.02075345,2008568.35213615,1010313.06900903,502560.9013825,291474.790604346,66848.5292625406,57527831.6703097,241263.470975042,164518273.02838,449136.922482641,495655484.106252,2041395.93832836,1924534390.48111,59661445.0292912,2748761092.97327,5.33865857170895,9.07038668217138,3.3382697670022,5.83640594780445,2.56719292094931,9.2481696458417,1247028.52933183,-265017.98664046,3.12509714799817,19.3784909595153
7,18,744639.078709677,479408.404642857,6844821.85258065,157102707.466667,169628678.193548,91528258.9333333,42162447.8709677,18436140.483871,8716464.18333333,4500067.83064516,2314093.125,1342262.93709677,236913.66,206059488,839310.91,617750016,2047681.54,1438065680,10438468.19,5852763696,239290989.55,12656821696,84,117,35,108,35,108,4002907.07685185,-696925.561774194,54,310,441095.334003262,264520.499064188,44613929.1925563,216511034.07619,112287324.03001,56137938.7955311,32885973.8692511,13533628.2155646,8195237.59416518,3733196.13920298,1736375.23933102,962759.100001397,137299.225899177,166792661.764055,465980.066847522,608831561.052217,935639.353569653,1444374965.31066,6681566.41954539,6058309293.10546,231533423.00142,15335383090.8658,62.5091814408079,90.7278403225355,29.7585803654511,87.233898539911,39.1529412695672,117.730581742711,3528201.30478341,-658019.759269132,48.9501296505332,335.684889019467,24272.1188732948,15395.9056538089,2203753.03127484,11292278.5012325,8410384.79194317,5166545.98866403,2842125.24134199,1122053.8299601,527478.151666034,285864.826772826,194753.029610137,83892.0905689143,6737.54656691665,17511701.3760279,32284.2821101503,55377266.1608333,69242.0752977068,121304491.429825,542100.544898014,512433821.504962,17362395.4721127,1093622999.58278,4.12908834926784,7.08913643229753,3.48467131669167,7.08479630320799,2.8092813679832,10.3519280579058,303311.81327011,-48574.7500563767,5.55370724350214,17.3350133327767
7,19,287516.795483871,169355.356071429,128378.336129032,339396.758666667,242910.94483871,263584.692666667,311475.608709677,233475.831935484,269367.985666667,454774.723548387,231307.561333333,114153.065483871,76810.69,4977888,233742.36,7262492.81,576900.86,8802271.51,2882258.47,14441899.9,12534870.97,31478852.57,364,119,1,10,1,1.42857142857143,207553.05184466,-82911.8705363985,103,261,99389.2649888813,20932.0172782673,1613821.39297421,61021876.6978207,45124947.9709979,23181067.3562823,15975690.543119,5213621.82059784,3344783.08524445,1458880.04489471,1140990.36854923,457797.583879492,0,68192270.777025,5694.59137481244,165136104.90586,29866.8192173419,512659267.414368,230897.341215241,1973430384.16418,47666631.2148095,4325115752.11945,83.0238548987545,128.803775445907,26.9154639012413,121.129807363264,33.0171753570903,105.491719522513,787023.314872174,-267747.858485744,62.1046961734537,224.062860837439,9022.65444632217,1453.28236833033,104573.26654625,4006519.20845784,5231389.34673783,2085529.26684423,1240466.02968632,442010.205897404,263902.738391349,172624.866168987,67422.3587785396,47058.892008087,0,6691824.10600067,565.157741332864,14753175.3020891,3355.15784318611,46581420.0439223,23113.4488072522,186036896.488582,4100997.59783178,406311056.585426,5.23418178500142,9.34017701874254,3.01078567688819,10.0063419001177,3.0901561275823,8.0295492826961,59172.6753770616,-20073.9844080332,5.2958513403777,20.7715916498797
7,20,56199.5493548387,36134.3596428571,2073895.31354839,14430262.8333333,11654843.6129032,5939610.54166667,2693776.20935484,1175470.56741935,565274.197666667,287523.193225806,159758.215666667,94471.5670967742,20021.8,15961457,68449.64,47859632,171531.33,111395838,869874.03,453412635,15889826.11,980490873,76,110,34,109,34,109,284828.253606557,-57320.7984488449,61,303,28946.1540874045,22115.9950515334,2939829.01051586,13214463.6645114,9911926.77662671,5603000.18069467,1991851.71256698,1281655.8115201,648612.526871894,360984.76585585,131779.119323327,106849.642358169,7911.46822006125,12928233.7709422,38243.1582967783,48615857.1211947,94859.3450901281,118925802.748381,345866.040755263,422672725.784902,13104072.5838043,763021762.134873,85.1330514773726,124.664581422461,32.6683250401402,87.1985032327939,32.2701944864821,101.411871183664,311194.921065245,-45901.5951091926,77.0901199729415,281.388370521832,2759.7477940806,1178.67389346749,317781.125320464,1198111.79528512,1027050.4020354,479279.898599481,193252.018864517,57201.461994072,36062.4038370056,25059.9508497425,14449.5601562578,5790.05303193767,692.713751838849,1191722.15333434,3162.75045523756,4758453.2199497,7469.08278224038,5836594.36006225,26113.5187692745,36057310.9821327,1443230.56503781,66621939.5733682,4.36201134491712,6.54581612675684,2.22932391928043,7.11367348500062,1.88284542859765,8.04984547500499,15716.8865731045,-4430.81388308153,6.15640050417278,15.6650769312517
7,21,4114341.47290323,14526978.6428571,43359230.0645161,67163352.4,45824899.9354839,22557769.4666667,10185078.7096774,4535362.9516129,2175005.59633333,1199106.8083871,669537.235333333,417044.722580645,265476.28,70943032,891332.75,212381616,2196783.15,494019584,12425306.4,2016403136,67230362.89,4735432278,10,103,38,136,38,136,864474.750555556,-364760.172734375,108,256,4973122.71688114,20054714.2957551,50221026.7042269,81031025.5770288,50241258.3242349,20770637.1526165,12814375.6710799,4367455.56212777,2664369.2021224,1456446.72326268,711594.274987819,399715.209157009,221582.321936694,61186651.5683155,758694.437055331,172142793.042931,1940513.37068031,572146567.159897,11322035.5583924,1717771636.91533,80204887.2188499,5453999229.89531,6.16337468556594,121.818942096084,41.4966016807593,140.020748026669,25.0535249118111,71.5689638133626,1082820.38230525,-469058.52610227,110.548223819118,304.086676090956,499169.241850056,1230059.90244213,2544517.0955962,5396486.79516861,4937768.32268078,1231828.83158713,1084647.48582425,489822.420460168,247356.404234048,112536.874784253,66525.4111345749,32526.666316144,12529.9255670072,6960809.74745994,74234.6309941706,17135702.13411,154681.609947878,28600740.0828812,662861.000381882,212959619.306592,6293662.32087709,462721546.527131,0.33638221520232,8.38787040514872,4.00554910005303,7.47553756386042,1.34629210222629,6.54981978938449,73892.3213556821,-34444.8393395449,10.5073644380551,13.2478227198124
7,22,100459445.032258,317574319.428571,1283910202.83871,3933458432,4884807366.19355,3826462728.53333,2407859072,1367357931.35484,738584010.666667,385739817.290323,197024982.4,100613739.354839,39182220,5010734080,118027136,15030141952,280624848,35028116480,2885829052,147212443648,19954509024,381959833344,8,132,59,171,59,171,40093160.1612903,-20597257.95,124,240,58213499.422123,114851029.150866,1087016046.84602,4244659633.96073,3884545734.32165,2937855532.17563,2184990901.56354,1025827007.99809,633523687.045974,320236541.676143,171422732.075923,61035421.6778398,34276990.5272717,6309215694.94748,96072343.8732552,12461840006.6429,262140996.24356,33321361619.1441,1395782667.67118,114622741714.821,17079717220.5071,472331806172.266,6.19113473687321,136.61305513978,66.7919395938516,172.200169601361,43.6424906572793,176.34719930659,37065402.209857,-19004844.4621388,99.6344943002332,272.161291759461,5350042.27370527,12807355.3633388,84506339.7423504,236611878.474861,293285048.332107,246894707.716674,174377815.634778,100037303.188857,47507504.7527664,21067412.484516,15213492.3656983,6573632.30108716,2113690.90086158,381129878.914482,10927348.1111675,808370735.684495,20994206.1936638,2619704854.50569,133485919.575198,11768189889.8317,1149884143.52298,24367623916.4568,0.445096992829349,11.9384838983417,5.40534631339833,14.5241085264133,4.77058921135031,13.6299144647317,2932254.37166924,-1297202.5900749,7.33861999027431,18.6616880144458
7,23,1312870.42806452,6929575.98214286,36492768.4677419,66260842.5333333,51303580.3870968,26110627.7333333,11875551.7258065,5224490.12096774,2458553.76233333,1284070.46258065,720349.483333333,435535.659677419,0,70968688,559187.37,212808704,1724734.56,495489640,12962557.64,2019401552,71521722.04,4748851866,10,111,40,132,20,66,1441263.51514019,-599907.422062257,107,257,2092772.65671965,8314846.67832096,46690896.9100405,57683097.9207926,33446703.1061679,21262663.0560205,10843888.7795287,3258534.86580902,1611797.42711026,939285.356427735,505785.090134591,361117.517140349,0,59753726.8577342,510126.226527784,158707800.47657,2568337.89456113,464266165.608118,10426595.954599,1807800182.93788,61260555.5412761,3664890200.1786,4.49253265163861,78.3636786974967,41.8010733067058,120.732401526766,14.2094255093252,39.286786064622,1424131.34223316,-568243.947744921,113.898063760251,276.650815268513,142698.622957384,445713.159456008,3637139.73450942,6386272.25071974,3178139.58277793,1563954.86493315,675843.487629155,316613.405134816,127663.037117993,97463.1785384518,41767.49713861,32058.0067117297,0,3743558.43251235,50048.2559537584,16350542.2713935,210393.743115653,29638085.5650967,787024.991335149,169091463.600751,4366754.15531924,263544418.151556,0.376721453794744,7.95556384837255,2.56024526414694,8.56728242215468,1.45914831970003,2.97221825118565,115331.663801342,-33849.5805184525,8.75644941264764,13.279091879027
8,1,2055578.49225806,1197997.46142857,5887053.83096774,80947903.823,164460768.516129,159392506.666667,111770849.032258,59666829.4193548,28580517.6666667,13361020.0645161,6345365.9,3195337.41935484,0,168870112,1379162.13,502563008,4286987.31,1170817120,24922449.33,4943133360,279765530.94,13641483968,81,137,72,150,72,150,2906173.00164384,-730973.941134021,73,291,1032548.93772919,2548250.12105801,22024241.7815285,70577049.0792818,172128743.297186,125955047.009494,66812837.401973,30631370.2930408,9092666.50430064,4776193.69739712,3710286.35090976,1577069.62614132,431277.192121396,164770210.562595,1372942.52937861,604390862.154746,4702201.39748953,1125045210.92873,23664074.1208746,6057137594.24609,377404978.395687,8520281572.23153,55.0107427113689,100.15349629987,37.8189898917917,130.909499916248,29.9810397585388,128.681360938121,2154211.10734828,-732340.573277725,96.9434940507635,242.063405385707,95756.5476624189,280488.024807749,2046579.6358172,6047174.83249833,9611586.65606823,8321757.17812706,5087612.10894891,1490249.12996057,732145.04692314,496478.700737135,168553.562844228,155636.738669934,27662.4673644442,11127257.9202533,111592.542362508,31744228.4585377,257172.800402418,89196268.1776822,1621457.80902161,315749268.111295,19486373.3275992,1069158484.40977,4.22124423738569,9.77199974865653,3.36996720004827,6.64776497147977,2.01431273901835,9.62003557230346,161618.707596222,-49892.6532739171,5.62694682106376,15.4851220322307
8,2,1051906.20491935,591485.362857143,1089970.79322581,17333569.2665,55237354.5575,80612077.5588333,62781692.031129,34673654.3587903,16676687.3400833,7682857.23887097,3592154.31075,1750629.67669355,66183.585,86981151.5,616146.9575,259648911.6975,1765203.6275,603326142.3175,9852396.235,2456790948.3475,74458930.365,6084845797.21,103,160.75,33.25,111.5,33.25,90.4821428571429,1195571.69091648,-322835.53529682,86.5,277.5,502064.764605224,3368120.52899362,14246257.538032,25454995.39335,55267248.8066216,28593601.3906124,17362980.0705362,6339198.82420975,3205990.70468506,2115240.48726449,919518.187791659,524983.513112938,236860.82355172,51806002.0181978,799024.244659477,145323850.992533,1488978.83652139,279887693.972062,10550866.7527486,1175843788.33423,115924275.150385,3126503245.63115,75.1437355577946,193.956567399669,29.4418114731088,110.324635573605,31.2063315699343,112.372118266645,1013560.04226232,-226970.121973515,98.5964806989068,227.344742673682,40337.716452995,182914.73402569,1064720.78923824,1510881.65458656,4309097.24982189,3291148.62019755,1726187.78396139,754898.961504943,337630.077589685,172066.877551056,73634.8626574124,51890.1674813412,20073.5186440517,4644216.40175121,76090.8713405766,11139132.2819508,160431.708740328,30516428.0602548,948872.499360323,93143001.780396,8218560.66145116,168716939.300781,6.18484086841345,11.5389191394206,1.59044190768909,6.33965458834427,2.238758401823,11.1447673864019,79676.2612548509,-18838.2172367635,4.83934766927268,25.5256066743052
8,3,2143970.76225806,1253400.65321429,6618043.78483871,86746567.6,177653208.774194,168440569.6,116258020.903226,61681184.3870968,29489595,13780050.8387097,6553871.86666667,3307595.66935484,36875.13,182754816,1481603.63,544370096,4531130.94,1268486240,26166786.26,5340313888,306717669.25,14497609680,81,137,69,152,69,76,3110491.73416667,-769003.29489726,72,292,1111068.67887635,3906750.6014968,20561795.8300349,70642093.6461968,187658106.41035,118006028.884052,76371160.7800466,28561491.1616005,12984663.7366762,7506896.11083577,3981439.51868468,1456393.23932616,546567.213858735,240566903.055014,1761281.31599093,582225347.043313,3274984.90453577,1369491011.72177,26712911.89346,6140069823.57607,400894204.39928,13443835077.4722,47.4767960589379,150.517360189464,36.6862997969147,120.445286501432,41.5556356410962,149.362546030199,1889775.31306118,-1000475.03563986,93.2776935817674,274.423661404289,59602.964008302,317322.991976906,1195405.26501479,4447076.53742536,16289348.7110528,10535620.234972,5236738.78789521,2541053.18784083,1160666.01622167,395665.61247275,265276.098370138,89472.9417713134,43051.5378806026,18770595.4591038,147177.322823355,30566280.3405673,369358.878129306,87019778.8239957,1425428.27487442,494716655.036032,21760746.7356005,959143178.425561,3.41402073178906,8.8728250907734,3.03129460348282,10.5061471091118,3.37790103380103,12.0378081638133,201341.611786297,-64579.5211248321,9.50500496281311,24.1397767325398
8,4,3497617.94748387,2066247.208,17055948.4462581,144690026.133333,310356953.496774,289457802.773333,191638796.283871,100842007.483871,48446030.4533333,22706889.2451613,10852633.6733333,5533696.97096774,1188476.382,336115587.2,4320902.534,1006983225.6,10876021.208,2343592076.8,57124626.008,9691199273.6,695015480.03,24624254649.6,63,140.6,52.8,151.8,52.8,151.8,4656240.06619874,-1333722.96587858,80.8,283.2,1619589.39845381,2371719.26924358,23342415.9231603,105815593.088765,314599475.781757,238591663.829999,146739582.314366,52908453.5505498,28541219.954705,14099502.1163996,5020703.60035997,3617778.11009948,785648.62822312,256679919.255153,3025735.46163689,1070569477.30181,6402210.71373766,2215786516.37761,30286468.5725852,9867696227.54441,665451471.01095,24624760854.3427,36.3745365841314,158.168197080493,30.5907145047095,137.745372287068,29.4194119400345,134.310739795212,3133671.50437151,-1095259.30855554,95.6083401775919,271.382443741523,104282.735671593,139597.789225581,2092053.68086784,10798463.9152007,17295572.7266138,13402538.7587796,7141267.80764283,3003129.79985656,2064702.45488887,896511.065848746,486618.950888588,274473.144710223,49893.538554783,25401511.4786339,191714.783559737,62759257.7314456,340879.527937923,191258262.077037,2014887.36629973,487103404.823525,40652215.27253,1838916118.54381,4.18528346640989,11.0906248364015,2.478191901627,11.6234085752256,2.93269206203986,12.1158938027965,172264.729223752,-122798.630915136,9.35501573360525,24.9848069644719
8,5,7094054.93064516,4006360.52857143,26282043.7435484,190520608.24,401938209.445161,453914907.306667,342604751.380645,200081447.380645,102314667.52,49094857.5741936,23259050.7933333,11443817.9645161,2095875.8,480600486.4,8019845.4,1440726137.6,20348112.9,3353888934.4,107754671.3,13958424153.6,1146837153.7,36413002182.4,64.2,157.6,57.6,167,57.6,167,5172802.03437194,-1793095.46990468,93.6,270.4,3583828.51775725,1369103.50499701,20102900.3264692,182230011.374737,410440491.252573,347441638.709811,218881040.643458,106756606.819268,50653371.0271571,22515752.875522,15333699.7140129,7013940.17323412,1177279.14530501,414330418.553535,5169057.04493072,1218545322.06496,10529966.8377843,3642356506.91367,50295436.0264919,14046266166.83,689324559.73431,36314991676.5695,64.7959743095562,146.051515453588,54.0529843556229,113.454198537627,46.6681962789036,143.35169494478,3960236.72770484,-1331765.27309863,108.416499219416,272.656731920689,250670.19598769,173723.801320641,1171938.09870028,16146897.6443487,24749914.6455846,38641915.7071738,15707745.8935141,8205823.66535596,3330008.89632482,2520917.03638472,1107209.45777902,617443.767806756,78073.2691358862,27293038.6173578,388714.888288272,125527782.755565,676170.601562569,305582353.894468,4279883.80281131,1198784813.26119,41013367.7487856,1707542176.84498,5.16688010461163,11.161401029909,3.43749707724201,8.16391685022973,3.0018352115876,13.8396311630029,283832.393411247,-106553.078496068,5.7954959173128,25.7646814629715
8,6,11591227.7516129,6780056.51607143,85797165.6677419,578925906.026667,801235388.903226,724238969.813333,532330353.754839,320894287.483871,170022497.866667,84084811.483871,40386189.2666667,19977928.0580645,4610521.65,837219123.2,14947708.2,2510590400,36911605.05,5853791168,196809341.55,24727113958.4,3138382915.25,66144261964.8,58.8,139.2,66.8,173.4,66.8,173.4,10896996.9213506,-2951518.08584449,80.4,283.6,4471164.00137876,2553024.54015713,30411233.0706743,446090191.862759,645482185.514908,595648128.336081,369314859.220188,305246849.619636,136638107.79615,51931912.9659549,24013218.7383138,10576468.4830265,2106295.52801508,877725495.074067,6471848.34318064,2639761733.13604,17242714.1003073,5912569156.84151,96243461.0253328,25010974499.0502,1175453975.68108,55156924781.5242,47.053137270594,173.781187564041,53.9376511540031,173.249465453764,61.4252235593507,167.257574566221,7406486.90580298,-2445943.96566043,102.580171118956,268.589127526712,489457.183324133,271046.861550462,3046270.1618647,28592976.6779173,72220202.1072873,48526191.5411864,26520735.3078565,21434319.8122545,10960079.6837661,4444409.13360525,2173917.44593996,1295298.29482166,119349.688612766,83678059.124586,404769.113239535,248386916.035306,1047831.14459733,373099868.456713,6922210.56904639,1467415737.56756,71743801.8822254,3681104195.8731,4.35916406947188,9.13310403124429,3.64847233594395,11.3215830439562,4.96002234523185,14.9453812914155,912513.40688721,-167140.333334329,6.8475043651415,18.3297146737296
8,7,16597.6435483871,11156.0514285714,331337.187419355,3752714.23733333,3336485.89516129,1735045.904,796229.203548387,353073.89516129,165931.85,80807.1648387097,43460.9423333333,25446.4780645161,6967.29,4352487.5,21229.46,13051898.5,51006.04,30382522,256838.88,123896214.75,4376337.33,267695529.13,80,112,35,108,35,108,73596.6948387097,-15112.9865562914,62,302,24489.4958823355,9783.21095998395,122117.227232427,2793557.13359336,3572458.29626378,2310974.38285611,796727.045075759,535445.320436253,200666.75672694,104381.702690205,50859.9804512641,29950.436392899,9094.35727183375,4954063.70901046,25427.4191201477,13609166.0611825,56512.4008574485,31742756.6298769,260709.374122796,109564045.731879,4008910.35470956,200145094.450779,99.444785064552,142.547039914993,35.1626741476357,120.741383522283,37.0158014558256,49.8582368757343,96053.5527163214,-11831.7225553217,45.7171412308235,341.411733533605,1249.98490878439,1170.04927608581,11320.3598476348,169064.134602752,241380.927596017,188217.750031347,72724.8151504755,37920.2205528107,14292.5765662705,5611.97340719178,4634.84647532566,1421.70320004624,612.366419339294,287088.48352403,1613.6498998536,727294.371268374,2893.66805125835,1724584.78661946,18244.8647795038,11591037.5930119,312403.028257748,23045909.8029166,5.33369861086831,11.9842215240584,2.66960928700864,5.89717686222866,1.69203964658082,5.0741358150146,5849.23136263808,-1382.8192842786,4.1271958601661,19.8552308651269
